id_centro_vacunacion,id_ubigeo,nombre,latitud,longitud,entidad_administra
873,1525,I.E. Almirante Miguel Grau,-16.648502,-71.024055,MINSA
2727,1792,I.E. 00123,-5.99,-77.2774,MINSA
2023,66,HOSPITAL MARIA AUXILIADORA DE RODRIGUEZ DE MENDOZA,-6.395489004,-77.478754874,DIRESA
112,66,I.E.E. 18207 San Nicolas,-6.3939,-77.4865887,MINSA
452,66,Polideportivo De La I.E.E. 18207- San Nicolas,-6.39509801,-77.48491462,DIRESA
466,82,Ricardo Palma Soriano - Jamalca,-5.8631176,-78.2584898,DIRESA
2700,217,LOZA DEPORTIVA DE HUAYLLAPAMPA,-10.04905053,-77.532003418,MINSA
2429,301,P. S. TAQUEBAMBA,-13.89517768,-73.100027847,MINSA
896,378,Colegio Hortencia Pardo Macebo,-15.8574,-74.2473,
1933,405,HUAMBO PUEBLO - IIEE JUAN PABLO II,-15.7304196,-72.1079707,DIRESA
2609,405,ANEXO CHININI,-15.7318865,-72.1089348,DIRESA
2817,600,10432,-6.587278358,-78.748966233,DIRESA
2818,600,10433,-6.544303416,-78.730770127,DIRESA
3095,600, I.E.P.10419,-6.546008842,-78.717723862,DIRESA
3098,600,I.E.S. JOSE ANTONIO ENCINAS,-6.546008842,-78.724246995,DIRESA
3041,600,10433,-6.546008842,-78.717723862,DIRESA
3381,639,COLISEO CERRADO COLASAY,-5.834386871,-79.004689873,MINSA
3383,639,I. E JOSE GALVEZ,-5.8527522,-79.0013961,MINSA
3108,718,MOLLEPATA,-13.510303103,-72.527428447,MINSA
3119,724,AMPARAES,-13.166632072,-71.899976397,MINSA
3950,724,LARES,-13.104006271,-72.044047885,MINSA
3336,732,LANGUI,-14.4334888,-71.2741349,MINSA
2255,822,P.S CHILLHUAPAMPA,-12.660612,-74.9793243,DIRESA
2256,822,P.S CONAICASA,-12.660612,-74.9793243,DIRESA
2257,822,P.S HUAYANAY,-12.6512014,-75.004742,DIRESA
2258,822,C.S PALCA,-12.660612,-74.9793243,DIRESA
2259,822,P.S PUTACCA,-12.6515178,-74.9565458,DIRESA
1696,848,PLAZA DE ARMA - CASTROVIRREYNA,-13.2833278,-75.3191287,DIRESA
520,1285,Colegio Salesiano San Francisco De Sales,-12.06201357,-77.04361846,MINSA
3966,1434,FRONTIS DEL ESTABLECIMIENTO,-12.889897412,-75.846053058,DIRESA LIMA
2462,1434,COLISEO DE HUANGASCAR,-12.8990743,-75.8315929,
875,1527,Plaza De Armas,-16.757,-71.17942,MINSA
1764,1633,I.E. Nuestra Señora De Los Campos N° 70002,-15.7674,-69.6828,
1851,1633,II.EE. AGRO ARTESANAL MIGUEL GRAU - AMANTANI,-15.6552,-69.7176,MINSA
3368,108,CENTRO DE SALUD CHACAS,-9.163982812,-77.36845498,
3395,108,PLAZA DEL CENTRO POBLADO DE HUAYA,-9.165687506,-77.382155703,MINSA
3048,108,PLAZA DE ARMAS DE CHACAS,-9.134039516,-77.3661,MINSA
3403,108,PLAZA DEL CENTRO POBLADO DE RAYAN,-9.153263051,-77.351667033,MINSA
3404,108,PLAZA DEL CENTRO POBLADO DE MACUASH,-9.148685197,-77.354315715,
3405,108,PLAZA DEL CENTRO POBLADO DE SOCOS,-9.136358792,-77.362041818,MINSA
3406,108,PLAZA DEL CENTRO POBLADO DE HUALLIN,-9.180509827,-77.423248486,MINSA
3407,108,PLAZA DEL CENTRO POBLADO DE TINCO,-9.167649641,-77.366582798,MINSA
3408,108,PLAZA DEL CENTRO POBLADO DE VISCAS,-9.150182688,-77.3874705,MINSA
3409,108,PLAZA DEL CENTRO POBLADO DE COCHAS,-9.174671266,-77.364360587,MINSA
3410,108,PLAZA DEL CENTRO POBLADO DE GOYLLARHUANCA,-9.167405368,-77.362000244,MINSA
3962,208,CC.PP. ANCOS,-8.490159178,-78.092898293,
3473,227,P.S. MACATE,-8.759744838,-78.059667668,
3478,227,P.S. SANTA ANA SIERRA,-8.886853131,-78.214688344,
3208,248,PORTAL DE LA MUNICIPALIDAD DE RANRAHIRCA,-9.1732118,-77.7225145,MINSA
3261,248,I.E. N° 86650 - ENCAYOC - ARHUAY - RANRAHIRCA,-9.1499664,-77.6954878,MINSA
2597,248,I.E. SEÑOR DE LOS MILAGROS - PRIMARIA,-9.1734646,-77.7224354,MINSA
2622,347,PLAZA PRINCIPAL PIACA,-16.4890548,-71.339438,DIRESA
1943,347,PLAZA PRINCIPAL POCSI,-16.5045267,-71.3569475,DIRESA
2939,596,PARQUE PRINCIPAL,-6.415572625,-78.355661027,DIRESA
2272,847,PLAZA PRINCIPAL - TRANCA,-13.0510573,-74.4839123,MINSA
817,1032,Complejo Deportivo Jose De San Martin,-13.83111678,-76.247397819,C.S. PARACAS
3291,1182,I.E. JAVIER HERAUD - LONGOTEA,-6.99481,-77.93546,MINSA
1838,1271,Institución Educativa-Felix Roman Tello-Illimo,-6.471639571,-79.853285444,
905,1325,I.E. Ventura Calamaqui,-10.7522,-77.7574,MINSA
310,1325,I.E. 21012,-10.75451,-77.76354,MINSA
311,1325,I.E. Lauriama Primaria 20478,-10.74554,-77.75815,DIRESA
312,1325,I.E. Virgen De Lourdes 21011,-10.7559,-77.7639,MINSA
617,1325,I.E. Lauriama 20478,-10.74564,-77.75734,MINSA
2472,1347,IEP Nº20133 FRANCISCO BOLOGNESI DE COAYLLO,-12.727335,-76.4601973,DIRESA LIMA
2117,1414,CENTRO DE SALUD OYON,-10.6681508,-76.7719278,MINSA
748,1414,Plaza De Armas De Oyon,-10.6681,-76.7731,DIRESA
3750,1414,IEE SIMON BOLIVAR,-10.6700567,-76.7713899,MINSA
4049,1506,FERIA AGROPECUARIA - PUERTO MALDONADO,-12.58941,-69.2030614,
4050,1506,FERIA ALAMEDA - PUERTO MALDONADO,-12.5899676,-69.2034151,
3992,1506,PLAZA DE ARMAS - PUERTO MALDONADO,-12.594553,-69.1768067,
3993,1506,MERCADO MODELO - PUERTO MALDONADO,-12.596315,-69.1851991,
3994,1506,MERCADO TRES DE MAYO - PUERTO MALDONADO,-12.5824201,-69.1974601,
3996,1506,EJERCITO PERUANO - PUERTO MALDONADO,-12.588412,-69.182712,
3997,1506,FUERZA AEREA DEL PERU - PUERTO MALDONADO,-12.6296917,-69.2327326,
1733,1506,I.E. SANTA CRUZ - TAMBOPATA,-12.5965526,-69.1877143,DIRESA
1734,1506,I.E. FAUSTINO MALDONADO - TAMBOPATA,-12.5971631,-69.1781553,DIRESA
3264,1506,COMUNIDAD INFIERNO - INFIERNO,-12.7340187,-69.2332775,DIRESA
318,1506,I.E. Augusto Bouruncle Acuña - TAMBOPATA,-12.5994956,-69.18587032,DIRESA
319,1506,I.E. DOS DE MAYO - TAMBOPATA,-12.58582006,-69.1895521,DIRESA
320,1506,I.E. JOSE AVELARDO QUIÑONEZ - LA JOYA,-12.60235905,-69.21254726,DIRESA
321,1506,I.E. SEÑOR DE LOS MILAGROS - TAMBOPATA,-12.59449211,-69.19883717,MINSA
4009,1589,I.E JOSE ANTONIO ENCINAS - HIGUERON,-5.5678667,-79.5244808,DIRESA
4044,1589,I.E. AREAS TÉCNICAS,-5.6780132,-79.6052884,DIRESA
1628,1635,IES. JOSE CARLOS MARIATEGUI - CAPACHICA,-15.6456,-69.8328,MINSA
2905,44,IEP. BRAULIO CAMPORREDONDO,-6.16651301,-78.325756836,MINSA
3577,118,IE. 86223 SATA MARIA - HUASTA - MR. CHIQUIAN,-10.125983935,-77.148067958,MINSA
3578,118,IE. 86253 CELSO GARRO VALDERRAMA - PAMPAN - HUASTA - MR. CHIQUIAN,-10.119775426,-77.157444737,MINSA
3579,118,LOCAL COMUNAL - QUERO - HUASTA - MR. CHIQUIAN,-10.149314102,-77.059528141,MINSA
3580,118,IE. VIRGEN PEREGRINA - POCPA - HUASTA - MR. CHIQUIAN,-10.193140161,-77.003162712,MINSA
2527,331,PLAZA DE ARMAS  TURPAY - GRAU,-14.243672607,-72.605996519,MINSA
2623,348,I.E. SANTISIMA VIRGEN DE CHAPI,-16.5625727,-71.3646986,DIRESA
2624,348,CPVCMN NUEVO SAN JOSE DE UZUÑA,-16.5529469,-71.3582613,DIRESA
1944,348,I.E. SANTISIMA VIRGEN DE CHAPI,-16.5625727,-71.3646986,DIRESA
1913,365,II.EE. JULIO ERNESTO PORTUGAL ESCOBEDO,-16.6009259,-72.7535282,
3219,365,HUACAPUY,-16.6021186,-72.7489759,DIRESA
3026,655,CASA COMUNAL CHUCO,-7.319661586,-78.095021858,
3023,655,COLISEIO CERRADO SAN MARCOS,-7.337574405,-78.168583636,MINSA
3025,658,COLISEO CERRADO PAUCAMARCA,-7.27301719,-78.160257589,MINSA
2163,840,CASA COMUNAL HUANCHUY - CHINCHO,-13.0219085,-74.3475043,MINSA
2198,840,CASA COMUNAL VILLOCC - CHINCHO,-13.0219085,-74.3475043,MINSA
2199,840,CASA COMUNAL - CHINCHO,-13.0219085,-74.3475043,MINSA
2202,840,CASA COMUNAL MIRAFLORES - CHINCHO,-13.0219085,-74.3475043,MINSA
2214,840,CASA COMUNAL YANACHOCCE - CHINCHO,-13.0219085,-74.3475043,MINSA
2240,840,CASA COMUNAL - LLAMOCCTACHI,-12.9911259,-74.3352858,MINSA
3858,1227,I.E. Ciro Alegría N° 80148 - SARTIMBAMBA,-7.6992453,-77.7437254,MINSA
567,1232,I.E. San Geronimo De Mollepata,-8.19370544,-77.95681583,MINSA
3707,1232,PUESTO SATELITE MOLLEPATA - MOLLEPATA,-8.193748768,-77.956918136,MINSA
3168,1242,IE. Nº 80636 LUIS VALLE GOICOCHEA  - GUADALUPITO,-8.9496891,-78.6237052,
3306,1242," POLIDEPORTIVO ""LA AMISTAD"" - GUADALUPITO",-8.949006262,-78.622636831,MINSA
2506,1360,20384 GERMAN CARO RIOS,-11.3487652,-76.7682775,DIRESA LIMA
2718,1413,IE FRAY MELCHOR APONTE DE VEGUETA,-11.021,-77.641,MINSA
1924,1413,LOCAL COMUNAL DE SANTA CRUZ TRES PIEDRAS,-10.954665,-77.650021,MINSA
1900,1413,CENTRO DE SALUD DE VEGUETA,-11.0219201,-77.6382367,MINSA
3890,1413,IE MANUEL SCORZA TORRES,-11.0295007,-77.6052064,MINSA
3843,1737,PLAZA PRINCIPAL CHIMBO - CUTURAPI,-16.283333,-69.183333,
1893,1737,PLAZA DE ARMAS DEL DISTRITO DE CUTURAPI,-16.2701914,-69.1775253,
1945,353,II.EE COLEGIO TECNICO AGROPECUARIO,-16.1837802,-71.0613829,DIRESA
2625,353,II.EE COLEGIO DEL ANEXO HUAYLLACUCHO,-16.1790817,-71.063357,DIRESA
2626,353,II.EE COLEGIO ANEXO PATY,-16.1790817,-71.063357,DIRESA
2627,353,II.EE COLEGIO ANEXO CANCOSANI,-16.1790817,-71.063357,DIRESA
1935,390,CHOCO PUEBLO,-15.5769088,-72.1288175,DIRESA
2613,390,ANEXO LLANCA,-15.561142,-72.0474359,DIRESA
2614,390,ANEXO UCUCHACHAS,-15.5111377,-72.0846364,DIRESA
2615,390,AMEXO PACHAUMA,-15.4615089,-72.1072957,DIRESA
2616,390,ANEXO SIWINCHA,-15.4131922,-72.1162221,DIRESA
2617,390,ANEXO OJUYO,-15.3889507,-72.0991387,DIRESA
2618,390,ANEXO PAMPUYO,-15.4684515,-72.1248604,DIRESA
2619,390,ANEXO MIÑA,-15.4924532,-72.1113871,DIRESA
3100,697,COLEGIO GARCILASO,-13.520532593,-71.966450065,MINSA
3103,697,EDUCANDAS,-13.51670681,-71.982468217,
3016,697,CIENCIAS,-13.519001436,-71.98190962,MINSA
285,697,Colegio De Señoritas Educandas,-13.516718,-71.982168,
286,697,Unsaac Escuela Profesional De Medicina Humana,-13.52264,-71.957258,
3420,697,COLEGIO GARCILASO,-13.520830366,-71.966595538,MINSA
704,1035,Polideportivo Casalla,-13.70507397,-76.14923352,C.S. TUPAC AMARU
29,1303,Estadio Municipal del Cercado  de Pachacamac,-12.22964102,-76.85622224,MINSA
519,1303,Complejo Deportivo Del Secto B De Manchay,-12.11672032,-76.87402486,MINSA
2447,1439,COLISEO DEL DISTRITO DE MADEAN,-12.9446615,-75.776756,
3976,1439,FRONTIS DEL ESTABLECIMIENTO,-12.981238697,-75.634467487,DIRESA LIMA
2007,1549,ESTADIO DE YANACANCHA,-10.670284481,-76.250766945,
182,1549,Polideportivo Centenario,-10.66373,-76.25505,DIRESA
186,1568,I.E Juan De Mori,-5.26293,-80.6703,DIRESA
424,1568,Local Juan Pablo Ii,-5.23589585,-80.65994588,DIRESA
3448,1568,IGLESIA PRESENCIA DE DIOS,-5.2330639,-80.638623,MINSA
1864,1679,PUESTO SALUD CAPASO,-16.994328821,-69.70164,MINSA
167,1807,I.E. Virgen Dolorosa,-6.50656327,-76.35655573,MINSA
837,24,Sagrado Corazon De Jesus,-5.59107,-78.32,
3605,388,P.S. TOLCONI,-15.1482182,-72.0730279,
1749,396,I.E. 40330 UÑON,-15.7287103,-72.4324595,DIRESA
2703,568,Coliseo Cerrado Jesus,-7.24764369,-78.37885874,MINSA
2917,568,I.E N° 82097 GREGORIO PITA SAN PABLO,-7.362529918,-78.322396206,MINSA
2937,594,PLATAFORMA POLIDEPORTIVO,-6.415908087,-78.707610317,DIRESA
2938,595,COLEGIO RAUL PORRAS BARRENECHEA,-6.312181147,-78.440505215,DIRESA
3311,756,OCCORURO,-15.0569887,-71.1267222,MINSA
3066,789,KOSÑIPATA,-12.9115116,-71.4054947,
2297,832,PUESTO DE SALUD MARCAS,-12.8882639,-74.4000588,DIRESA
2183,875,PLAZA DE ARMAS DE HUAYACUNDO ARMA,-13.5339963,-75.3146286,DIRESA
2865,893,CENTRO DE SALUD DANIEL HERNANDEZ,-12.3657906,-74.8437957,DIRESA
806,1005,Loza Deportiva De Grass Sintetico Julio Amadeo Bautista Hernandez,-14.145509653,-75.706507845,C.S. TATE
799,1015,Loza Deportiva De San Pedro De Huacarpana,-13.048411677,-75.647777811,P.S. SAN PEDRO DE HUACARPANA
3447,1210,PLAZA ARMAS - COCHACARA,-8.469614365,-77.234793219,MINSA
3450,1210,COLISEO MUNICIPAL - HUANCASPATA,-8.457487,-77.2982936,MINSA
3452,1210,LOSA DEPORTIVA GREGORIO LECCA - HUANCASPATA,-8.457487,-77.2982936,MINSA
3,1293,Campo de Marte,-12.06833356,-77.04138049,MINSA
2393,1293,Padomi,-12.0785298,-77.037276,
729,1349,Estadio Distrital De Lunahuana,-12.96255,-76.14589,MINSA
3619,1394,P.S SAN PEDRO DE HUANCAYRE,-12.1170217,-76.2164982,MINSA
2109,1403,ESTADIO DE AMBAR DE AMBAR,-10.7564,-77.2719,MINSA
871,1524,Auditorio De La Municipalidad Chojata,-16.388351,-70.730125,MINSA
4008,1596,TAMBO DE CURILCAS,-5.0485228,-79.7345281,DIRESA
4024,1596,I.E PRIMARIA 14668 CHALACO,-5.0437024,-79.7949098,DIRESA
3836,1646,I.E.S. PERU BIRF AZANGARO-AZANGARO-PUNO,-14.913495704,-70.200564884,MINSA
1656,1646,ESTABLECIMIENTO DE SALUD HANAJQUIA - AZANGARO - PUNO,-14.8892143,-70.103329597,
2010,1646,ESTABLECIMIENTO DE SALUD ALIANZA - AZANGARO AZANGARO PUNO,-14.905736843,-70.191921722,
1625,1646,ESTADIO POLIDEPORTIVO MUNICIPAL DE AZÁNGARO,-14.905863052,-70.196437119,MINSA
1626,1646,I.E.S. Nº 73001MANHATTAN SCHOOL - AZANGARO - AZANGARO,-14.912086196,-70.201956107,MINSA
1677,1646,P.S. YAJCHATA - AZANGARO - PUNO,-14.942940439,-70.091283796,
3365,1646,"IE INA21  - BARRIO CULTURAL PUENTE,AZANGARO,AZANGARO,PUNO",-14.913255172,-70.192435263,MINSA
1731,1699,C.S.SANTA LUCIA,-15.6993747,-70.6062699,
1713,1716,PUESTO DE SALUD PEDRO VILCAPAZA,-15.007913528,-69.958922507,
3084,56,COLEGIO TUPAC AMARU,-6.415326732,-78.116412508,MINSA
463,84,I.E. El Palto,-6.0131227,-78.4941082,DIRESA
468,84,Mini Complejo Deportivo - Vista Alegre De Yamon,-5.999551,-78.5374209,MINSA
3573,113,IE. 86216 SAN MIGUEL - AQUIA - MR. CHIQUIAN,-10.072634906,-77.142003484,MINSA
3574,113,LOCAL COMUNAL RACRACHACA - AQUIA - MR. CHIQUIAN,-10.044033578,-77.13049739,MINSA
3575,113,IE. 86220 SAGRADO CORAZON DE JESUS - PACHAPAQUI - AQUIA - MR. CHIQUIAN,-9.962643678,-77.097192385,MINSA
3898,195,LOCAL MUNICIPALIDAD DE LLIPA,-10.393230064,-77.193622645,MINSA
2369,282,I.E.  ANTONIO  CENTENO ZELA - HUAQUIRCA,-14.3198009,-72.7806422,
2365,283,LOZA DEPORTIVA  I.E. PRIMARIA N°2541 - MOLLEBAMBA,-14.5551216,-72.9224329,
682,364,I. E. Sebastian Barranca,-16.62391114,-72.71519063,
1902,376,COMPLEJO DEPORTIVO BELLA UNION,-15.45062,-74.65908,
1918,411,II.EE. COLEGIO TECNICO AGROPECUARIO MADRIGAL,-15.6105009,-71.8052954,DIRESA
3527,447,I.E. ABRAHAN VALDELOMAR,-13.180362136,-74.220838,
123,447,Institucion Educativa Abrahan Valdelomar,-13.180507,-74.220856,DIRESA
126,447,I.E. Jose Abelardo Quiñones,-13.19199167,-74.22400157,DIRESA
2839,617,PLAZA DE ARMAS,-7.252202866,-79.130258942,DIRESA
3132,769,VILCABAMBA,-13.0966388,-72.9364598,MINSA
2136,892,CAMPO DEPORTIVO DEL MERCADO DE ABASTOS - COLCABAMBA,-12.4108711,-74.680932,DIRESA
857,1199,Plaza De Armas Salpo,-8.0008,-78.60417,
621,1330,I.E. 20001 Cajatambo,-10.4731,-76.99409,MINSA
3177,1330,POSTA SALUD COPA,-10.4731161,-76.9929475,MINSA
2457,1424,FRONTIS DEL ESTABLECIMIENTO,-12.999372,-75.8377376,DIRESA LIMA
1990,1565,I.E. LOS LIBERTADORES,-9.8562037,-75.0166715,MINSA
1710,1640,IES TUPAC AMARU PAUCARCOLLA,-15.746487663,-70.055659359,MINSA
1630,1654,C.S. POTONI 00003142,-14.391669395,-70.105210916,
1631,1654,P.S. CARLOS GUTIERREZ 00003143,-14.313875765,-70.183314161,
2045,1665,CANCHA DEPORTIVA BARRIO LA FLORIDA,-13.8669541,-70.6044382,
3757,1811,I.E. 0663 PABLO CHÁVEZ VILLAVERDE SAUCE,-6.69067,-76.2191,
2906,178,CENTRO DE SALUD HUARIPAMPA,-8.951903293,-77.814319502,
2907,178,PLAZA DE ARMAS,-8.951654236,-77.814839851,
2909,178,MANUEL ASUNCION HUAMAN CORZO N° 86772,-8.931887828,-77.79117472,MINSA
2910,178,PLAZUELA DE CONAY,-8.948817588,-77.784930538,
2912,178,TAMBO SANTA CRUZ N° 260614,-8.966302941,-77.797960709,MINSA
2974,178,COLEGIO N° 87009 CASERIO HUALCAYAN,-8.896952146,-77.801993247,
2975,178,COLEGIO DIVINO MAESTRO N° 86807 CASERIO CARANCA,-8.916394216,-77.815503534,
2976,178,COLEGIO VIRGEN DE LA ASUNCION N° 86771,-8.920847402,-77.8406128,
3053,178,AMADEO GADEA LANDAVERY,-8.949969053,-77.814071739,
3054,178,PLAZA DE ARMAS HUARIPAMPA,-8.951670723,-77.814830804,MINSA
3055,178,CONAY N° 86555,-8.948788442,-77.784895669,
3218,194,PLAZA DE ARMAS DEL DISTRITO DE CONGAS,-10.337686395,-77.440719259,MINSA
2367,281,LOZA DEPORTIVA  EL ORO - AYAHUAY,-14.2086426,-73.0581379,
3558,464,I.E. SANTOS PALMARES - TONSULLA,-13.334355846,-74.597468048,
3562,464,CASA COMUNAL IGLESIAHAUSI,-13.535753397,-74.747691581,
3563,464,FELIPE PARDO Y  ALIAGA,-13.551135727,-74.630821458,
3566,464,I.E. INDEPENDENCIA AMERICANA LICAPA,-13.357210031,-74.857835507,
3569,464,I.E. SAN MARCOS,-13.558094013,-74.733889271,
3312,757,PALLPATA,-14.8890679,-71.2084828,MINSA
2200,812,LOCAL MUNICIPAL (JUGUEMOS),-12.5197388,-75.0068881,
2201,812,LOCAL MUNICIPAL (JUGUEMOS),-12.5197388,-75.0068881,DIRESA
2239,845,CASA COMUNAL - MAICENA,-13.0641103,-74.419645,MINSA
2160,845,PLAZA PRINCIPAL LAMBRAS - SAN ANTONIO DE ANTAPARCO,-13.0755659,-74.4105862,MINSA
1869,845,PLAZA PRINCIPAL - SAN ANTONIO DE ANTAPARCO,-13.0755632,-74.4106238,MINSA
1870,845,LOCAL COMUNAL LAMBRAS,-13.0758898,-74.4408385,MINSA
305,1004,Ie Andres Avelino Caceres,-14.01974952,-75.75741936,MINSA
563,1004,Ie 22358,-14.01822141,-75.75832136,C.S.SUBTANJALLA
3695,1133,C.A. ACOBAMBA,-11.353787841,-75.663088008,MINSA
3439,1192,I.E. JUAN ALVARADO - OTUZCO,-7.9022511,-78.5662345,MINSA
3440,1192,I.E. SIMON BOLIVAR  - OTUZCO,-7.902401,-78.565608,MINSA
3441,1192,I.EP. JOSE MARIA ALVAREZ  - OTUZCO,-7.905015343,-78.560512146,MINSA
3484,1192,"POLIDEPORTIVO""RAMON CASTILLA "" - OTUZCO",-7.9058992,-78.5604816,MINSA
2137,1340,LOCAL COMUNAL SAN BUENAVENTURA,-11.489339408,-76.662183065,MINSA
3654,1385,C.S HUINCO,-11.76939,-76.61403,DIRESA LIMA
2420,1385,P.S CHACLLA,-11.8289311,-76.8028933,DIRESA LIMA
2446,1451,FRONTIS DEL ESTABLECIMIENTO VIÑAC,-12.930823,-75.7803892,DIRESA LIMA
881,1532,Complejo Deportivo Ubinas,-16.385731,-70.855602,MINSA
882,1532,Completo Deportivo Ubinas,-16.385731,-70.855602,
